pet_id,issue_date,listing_date,condition,color_type,X1,X2,log_days_btw_issue_list,listing_year,issue_year,listing_month,issue_month,length(cm),height(cm),size,breed_category,pet_category
ANSL_57634,2017-01-06 00:00:00,2017-02-23 15:27:00,2.0,Flame Point,13,9,3.87,2017,2017,2,1,67.0,32.37,2168.79,1.0,1
ANSL_62147,2018-10-15 00:00:00,2019-01-20 15:19:00,2.0,Brown Tabby,0,1,4.57,2019,2018,1,10,44.0,18.97,834.68,1.0,1
ANSL_58607,2014-09-08 00:00:00,2016-10-29 13:29:00,2.0,Brown Brindle,13,9,6.66,2016,2014,10,9,36.0,46.79,1684.44,0.0,2
ANSL_54247,2017-08-07 00:00:00,2018-01-30 08:54:00,2.0,Tan,13,9,5.17,2018,2017,1,8,67.0,38.03,2548.01,0.0,2
ANSL_65579,2011-09-08 00:00:00,2018-01-15 18:51:00,1.0,Black,0,7,7.75,2018,2011,1,9,61.0,6.51,397.11,0.0,2
ANSL_75404,2009-03-20 00:00:00,2019-04-08 16:54:00,1.0,Black,0,7,8.21,2019,2009,4,3,99.0,42.2,4177.8,0.0,1
ANSL_76039,2017-03-29 00:00:00,2019-04-24 13:04:00,2.0,Cream,0,1,6.63,2019,2017,4,3,54.0,7.15,386.1,1.0,2
ANSL_65699,2018-07-05 00:00:00,2018-10-22 17:35:00,0.0,Brown Tabby,0,1,4.69,2018,2018,10,7,33.0,16.15,532.9499999999999,1.0,1
ANSL_53920,2017-12-04 00:00:00,2018-04-28 18:18:00,0.0,Black,0,1,4.98,2018,2017,4,12,10.0,9.75,97.5,1.0,2
ANSL_50520,2014-09-28 00:00:00,2017-11-11 18:12:00,0.0,Blue,0,1,7.04,2017,2014,11,9,44.0,46.26,2035.4399999999998,1.0,1
ANSL_75549,2019-03-17 00:00:00,2019-04-12 12:26:00,2.0,Black,13,9,3.26,2019,2019,4,3,36.0,37.53,1351.08,1.0,1
ANSL_71579,2016-03-05 00:00:00,2017-04-09 12:46:00,2.0,Brown Tabby,18,4,5.99,2017,2016,4,3,44.0,31.83,1400.52,0.0,1
ANSL_66208,2012-01-17 00:00:00,2017-03-21 19:12:00,0.0,Fawn,0,1,7.54,2017,2012,3,1,66.0,19.54,1289.6399999999999,1.0,2
ANSL_50631,2017-11-12 00:00:00,2018-12-05 17:55:00,2.0,Blue,0,7,5.96,2018,2017,12,11,3.0,32.7,98.10000000000001,0.0,2
ANSL_69123,2016-02-02 00:00:00,2017-08-27 17:26:00,1.0,Sable,0,1,6.35,2017,2016,8,2,5.0,13.38,66.9,0.0,2
ANSL_70644,2017-03-02 00:00:00,2018-04-28 14:03:00,1.0,Cream Tabby,13,9,6.05,2018,2017,4,3,4.0,21.76,87.04,0.0,1
ANSL_59525,2014-04-27 00:00:00,2018-11-03 17:50:00,1.0,Tan,13,9,7.41,2018,2014,11,4,15.0,30.81,462.15,0.0,2
ANSL_52100,2017-08-23 00:00:00,2018-09-15 18:12:00,1.0,White,0,1,5.96,2018,2017,9,8,59.0,46.98,2771.8199999999997,0.0,2
ANSL_59946,2014-05-17 00:00:00,2018-03-16 13:27:00,1.0,White,0,7,7.24,2018,2014,3,5,87.0,38.12,3316.4399999999996,0.0,2
ANSL_52508,2016-09-05 00:00:00,2018-10-01 11:40:00,1.0,Gray,0,1,6.63,2018,2016,10,9,27.0,27.05,730.35,0.0,2
ANSL_62606,2010-11-09 00:00:00,2019-01-27 00:00:00,1.0,Black,13,9,8.01,2019,2010,1,11,87.0,35.37,3077.1899999999996,0.0,1
ANSL_68677,2015-07-16 00:00:00,2018-11-29 17:52:00,1.0,White,0,1,7.12,2018,2015,11,7,47.0,33.5,1574.5,0.0,2
ANSL_69675,2016-06-10 00:00:00,2018-07-08 00:00:00,0.0,White,13,9,6.63,2018,2016,7,6,92.0,47.17,4339.64,1.0,2
ANSL_54936,2013-06-13 00:00:00,2017-07-07 15:44:00,1.0,Tricolor,0,7,7.3,2017,2013,7,6,86.0,33.82,2908.52,0.0,2
ANSL_59755,2001-09-24 00:00:00,2016-10-19 18:23:00,2.0,Tan,13,9,8.61,2016,2001,10,9,25.0,39.5,987.5,0.0,2
ANSL_55982,2015-02-02 00:00:00,2016-11-05 14:22:00,1.0,Brown Brindle,0,7,6.46,2016,2015,11,2,69.0,13.98,964.62,0.0,2
ANSL_68714,2014-10-28 00:00:00,2018-11-25 11:46:00,0.0,Blue Merle,0,7,7.31,2018,2014,11,10,82.0,19.34,1585.8799999999999,1.0,2
ANSL_66357,2014-08-05 00:00:00,2017-08-28 11:32:00,1.0,White,0,7,7.02,2017,2014,8,8,54.0,13.72,740.88,0.0,2
ANSL_71469,2014-06-25 00:00:00,2017-07-21 14:45:00,1.0,Yellow,0,1,7.02,2017,2014,7,6,17.0,48.89,831.13,0.0,2
ANSL_50766,2017-05-04 00:00:00,2018-01-28 15:06:00,2.0,White,13,9,5.59,2018,2017,1,5,82.0,33.66,2760.12,1.0,2
ANSL_55595,2017-10-05 00:00:00,2018-09-08 12:04:00,1.0,Black,0,1,5.82,2018,2017,9,10,60.0,48.87,2932.2,0.0,1
ANSL_62591,2017-07-06 00:00:00,2018-01-01 19:06:00,0.0,Brown Tabby,0,1,5.19,2018,2017,1,7,34.0,41.4,1407.6,1.0,1
ANSL_56263,2018-07-15 00:00:00,2019-01-23 11:14:00,2.0,White,13,9,5.26,2019,2018,1,7,5.0,17.79,88.94999999999999,1.0,2
ANSL_67919,2017-07-09 00:00:00,2017-08-15 13:17:00,2.0,Tortie,13,9,3.61,2017,2017,8,7,87.0,43.19,3757.5299999999997,1.0,1
ANSL_72842,2016-11-17 00:00:00,2017-02-03 18:34:00,0.0,Black,7,1,4.36,2017,2016,2,11,29.0,41.06,1190.74,1.0,2
ANSL_64205,2015-05-14 00:00:00,2017-08-04 18:02:00,1.0,White,0,1,6.7,2017,2015,8,5,30.0,26.91,807.3,0.0,2
ANSL_62549,2016-10-27 00:00:00,2017-01-28 19:46:00,0.0,Orange Tabby,0,1,4.53,2017,2016,1,10,86.0,37.96,3264.56,1.0,1
ANSL_73685,2017-07-21 00:00:00,2017-12-16 00:00:00,2.0,White,13,9,5.0,2017,2017,12,7,41.0,37.72,1546.52,0.0,2
ANSL_76403,2015-04-05 00:00:00,2019-05-02 15:30:00,1.0,Black,0,8,7.31,2019,2015,5,4,8.0,44.72,357.76,0.0,1
ANSL_73089,2011-10-01 00:00:00,2018-10-25 17:33:00,2.0,Black,18,4,7.86,2018,2011,10,10,53.0,49.99,2649.4700000000003,1.0,2
ANSL_58470,2017-07-04 00:00:00,2017-10-19 17:14:00,1.0,Orange Tabby,7,1,4.67,2017,2017,10,7,23.0,14.32,329.36,0.0,1
ANSL_62467,2015-08-28 00:00:00,2016-09-19 09:00:00,2.0,Brown Tabby,16,9,5.96,2016,2015,9,8,23.0,8.18,188.14,1.0,1
ANSL_56938,2018-03-19 00:00:00,2018-12-17 14:37:00,0.0,Black,0,1,5.61,2018,2018,12,3,51.0,33.1,1688.1000000000001,1.0,2
ANSL_53091,2014-06-04 00:00:00,2016-09-23 18:29:00,1.0,Brown,7,1,6.74,2016,2014,9,6,67.0,25.42,1703.14,0.0,2
ANSL_63078,2015-09-27 00:00:00,2017-10-18 09:00:00,1.0,Orange Tabby,16,9,6.62,2017,2015,10,9,40.0,26.51,1060.4,0.0,1
ANSL_71542,2018-07-08 00:00:00,2018-08-19 18:27:00,-1.0,Black,0,7,3.74,2018,2018,8,7,40.0,22.26,890.4000000000001,2.0,2
ANSL_76382,2015-04-04 00:00:00,2019-05-01 18:45:00,1.0,Silver Tabby,0,1,7.31,2019,2015,5,4,67.0,35.83,2400.6099999999997,0.0,1
ANSL_61016,2016-11-01 00:00:00,2017-01-21 14:07:00,2.0,Orange Tabby,13,9,4.39,2017,2016,1,11,16.0,23.54,376.64,0.0,1
ANSL_74502,2013-06-17 00:00:00,2017-07-11 16:19:00,1.0,Brown Tabby,16,9,7.3,2017,2013,7,6,25.0,39.31,982.75,0.0,1
ANSL_73876,2017-06-05 00:00:00,2018-06-12 17:35:00,1.0,Brown Tabby,0,1,5.92,2018,2017,6,6,14.000000000000002,18.41,257.74,0.0,1
ANSL_65663,2018-01-21 00:00:00,2019-02-16 18:42:00,0.0,Brown Brindle,0,1,5.97,2019,2018,2,1,18.0,49.91,898.3799999999999,1.0,2
ANSL_64135,2014-08-04 00:00:00,2016-09-03 12:54:00,0.0,Tricolor,0,1,6.63,2016,2014,9,8,94.0,20.43,1920.42,1.0,2
ANSL_70799,2018-06-21 00:00:00,2018-07-19 15:45:00,2.0,Black,13,9,3.33,2018,2018,7,6,42.0,32.53,1366.26,0.0,1
ANSL_72656,2017-01-11 00:00:00,2017-10-08 00:00:00,0.0,Sable,13,9,5.6,2017,2017,10,1,90.0,9.57,861.3000000000001,1.0,2
ANSL_65351,2017-05-03 00:00:00,2018-05-23 17:47:00,-1.0,Red,0,4,5.95,2018,2017,5,5,21.0,26.1,548.1,2.0,4
ANSL_51916,2018-03-20 00:00:00,2018-06-05 17:06:00,1.0,Tan,7,1,4.34,2018,2018,6,3,76.0,36.01,2736.7599999999998,0.0,2
ANSL_50918,2018-04-30 00:00:00,2018-10-24 17:22:00,1.0,Black,0,1,5.18,2018,2018,10,4,40.0,43.05,1722.0,0.0,2
ANSL_72801,2017-05-09 00:00:00,2018-06-05 18:17:00,1.0,Chocolate,0,1,5.97,2018,2017,6,5,53.0,18.66,988.98,0.0,2
ANSL_76428,2018-04-06 00:00:00,2019-05-02 18:39:00,0.0,Brown,0,1,5.97,2019,2018,5,4,98.0,44.34,4345.320000000001,1.0,2
ANSL_59010,2014-09-05 00:00:00,2016-10-04 18:13:00,0.0,Chocolate,0,1,6.63,2016,2014,10,9,50.0,27.39,1369.5,1.0,2
ANSL_71965,2018-11-29 00:00:00,2019-03-08 11:42:00,0.0,Torbie,0,1,4.6,2019,2018,3,11,100.0,34.63,3463.0000000000005,1.0,1
ANSL_69634,2016-09-01 00:00:00,2016-11-22 11:40:00,2.0,Black,13,9,4.41,2016,2016,11,9,14.000000000000002,28.4,397.6,0.0,2
ANSL_56388,2009-12-19 00:00:00,2017-01-09 16:18:00,0.0,Black,0,7,7.85,2017,2009,1,12,48.0,6.17,296.15999999999997,1.0,2
ANSL_62127,2017-12-27 00:00:00,2018-07-17 14:04:00,0.0,Black,0,7,5.31,2018,2017,7,12,36.0,28.98,1043.28,1.0,2
ANSL_74494,2009-11-06 00:00:00,2017-12-01 14:56:00,2.0,Brown Tabby,13,9,7.99,2017,2009,12,11,94.0,44.18,4152.92,0.0,1
ANSL_58594,2015-08-26 00:00:00,2017-09-18 15:10:00,2.0,White,13,9,6.63,2017,2015,9,8,71.0,19.44,1380.24,0.0,2
ANSL_63616,2016-08-05 00:00:00,2016-12-02 16:17:00,0.0,Tortie,0,1,4.78,2016,2016,12,8,46.0,34.15,1570.8999999999999,1.0,1
ANSL_54404,2017-12-03 00:00:00,2018-04-27 17:53:00,1.0,Black,0,1,4.98,2018,2017,4,12,52.0,45.52,2367.04,0.0,1
ANSL_57101,2017-02-24 00:00:00,2017-11-27 00:00:00,1.0,Black,0,1,5.62,2017,2017,11,2,22.0,45.86,1008.92,0.0,2
ANSL_58449,2014-08-07 00:00:00,2016-09-06 18:45:00,1.0,White,0,7,6.63,2016,2014,9,8,11.0,14.2,156.2,0.0,2
ANSL_52066,2013-02-09 00:00:00,2017-03-20 15:38:00,2.0,Black,1,4,7.31,2017,2013,3,2,11.0,42.33,465.63,0.0,2
ANSL_63842,2014-05-18 00:00:00,2016-08-04 17:39:00,1.0,White,0,1,6.7,2016,2014,8,5,66.0,28.64,1890.24,0.0,2
ANSL_60887,2014-10-06 00:00:00,2018-05-21 11:45:00,1.0,Brown Tabby,0,7,7.19,2018,2014,5,10,68.0,39.66,2696.8799999999997,0.0,1
ANSL_66755,2013-03-23 00:00:00,2018-04-13 18:47:00,0.0,Tan,0,1,7.52,2018,2013,4,3,36.0,10.24,368.64,1.0,2
ANSL_59043,2014-12-30 00:00:00,2016-10-21 19:04:00,0.0,Brown Brindle,0,1,6.49,2016,2014,10,12,26.0,26.8,696.8000000000001,1.0,2
ANSL_72865,2016-01-25 00:00:00,2017-07-15 12:02:00,0.0,Brown Tabby,13,9,6.29,2017,2016,7,1,53.0,46.98,2489.94,1.0,1
ANSL_55139,2017-06-21 00:00:00,2018-07-27 18:42:00,0.0,Black,0,1,5.99,2018,2017,7,6,66.0,20.66,1363.56,1.0,2
ANSL_72545,2016-08-16 00:00:00,2016-11-10 19:08:00,1.0,Black,0,1,4.45,2016,2016,11,8,91.0,27.18,2473.38,0.0,2
ANSL_60351,2013-11-22 00:00:00,2018-12-12 14:02:00,2.0,Black,0,7,7.52,2018,2013,12,11,67.0,28.02,1877.34,1.0,2
ANSL_52392,2016-07-25 00:00:00,2016-12-19 08:10:00,1.0,Brown Tabby,7,1,4.99,2016,2016,12,7,22.0,43.32,953.04,0.0,1
ANSL_74398,2015-06-27 00:00:00,2016-07-18 18:21:00,1.0,Red Tick,0,7,5.96,2016,2015,7,6,5.0,36.29,181.45,0.0,2
ANSL_52220,2015-02-03 00:00:00,2016-08-24 15:30:00,2.0,Black,0,7,6.34,2016,2015,8,2,76.0,47.24,3590.2400000000002,0.0,2
ANSL_68235,2010-08-23 00:00:00,2016-09-28 18:23:00,0.0,White,13,9,7.71,2016,2010,9,8,75.0,12.11,908.25,1.0,2
ANSL_52897,2015-10-05 00:00:00,2017-11-22 12:27:00,0.0,Torbie,0,1,6.66,2017,2015,11,10,32.0,45.38,1452.16,1.0,1
ANSL_54223,2016-11-24 00:00:00,2017-12-22 18:59:00,1.0,Tan,0,1,5.97,2017,2016,12,11,39.0,5.44,212.16000000000003,0.0,2
ANSL_53536,2016-04-18 00:00:00,2016-07-28 19:11:00,1.0,Brown,0,1,4.62,2016,2016,7,4,79.0,46.31,3658.4900000000002,0.0,2
ANSL_75377,2018-03-20 00:00:00,2019-04-07 12:03:00,-1.0,Gray,11,4,5.95,2019,2018,4,3,89.0,27.76,2470.6400000000003,2.0,4
ANSL_66312,2014-02-18 00:00:00,2016-09-19 17:23:00,1.0,Black,0,1,6.85,2016,2014,9,2,31.0,13.04,404.23999999999995,0.0,2
ANSL_60469,2016-09-04 00:00:00,2016-10-13 13:59:00,2.0,Black,13,9,3.66,2016,2016,10,9,90.0,40.39,3635.1,1.0,1
ANSL_57054,2016-09-29 00:00:00,2018-10-20 11:28:00,1.0,White,0,7,6.62,2018,2016,10,9,96.0,49.33,4735.68,0.0,2
ANSL_69112,2014-07-16 00:00:00,2018-08-11 12:32:00,0.0,Brown,0,1,7.3,2018,2014,8,7,41.0,44.83,1838.03,1.0,2
ANSL_65547,2018-08-19 00:00:00,2018-11-26 07:13:00,0.0,Lynx Point,7,1,4.6,2018,2018,11,8,31.0,10.36,321.15999999999997,1.0,1
ANSL_63708,2013-07-31 00:00:00,2016-09-13 18:54:00,0.0,Buff,0,7,7.04,2016,2013,9,7,77.0,42.62,3281.74,1.0,2
ANSL_61307,2016-08-04 00:00:00,2016-10-25 17:49:00,1.0,Brown Tabby,0,1,4.41,2016,2016,10,8,54.0,30.79,1662.6599999999999,0.0,1
ANSL_56454,2013-10-13 00:00:00,2016-12-01 16:35:00,0.0,White,0,1,7.04,2016,2013,12,10,46.0,46.16,2123.3599999999997,1.0,2
ANSL_69566,2017-11-07 00:00:00,2018-04-30 16:03:00,0.0,White,0,1,5.16,2018,2017,4,11,30.0,18.29,548.6999999999999,1.0,1
ANSL_54333,2014-10-28 00:00:00,2017-01-12 13:10:00,0.0,Tan,0,1,6.69,2017,2014,1,10,63.0,21.52,1355.76,1.0,2
ANSL_67606,2016-10-21 00:00:00,2018-11-15 18:56:00,0.0,White,0,1,6.63,2018,2016,11,10,92.0,25.93,2385.56,1.0,2
ANSL_76509,2019-03-07 00:00:00,2019-05-04 00:00:00,2.0,Brown,13,9,4.06,2019,2019,5,3,28.000000000000004,26.04,729.1200000000001,0.0,2
ANSL_74993,2017-09-06 00:00:00,2018-10-07 17:23:00,1.0,Black,0,1,5.98,2018,2017,10,9,84.0,8.73,733.32,0.0,2
ANSL_60103,2008-06-07 00:00:00,2017-06-29 17:08:00,0.0,Black,0,7,8.1,2017,2008,6,6,19.0,36.07,685.33,1.0,2
ANSL_63940,2015-10-19 00:00:00,2017-11-10 11:36:00,2.0,Tan,0,7,6.62,2017,2015,11,10,66.0,9.35,617.1,0.0,2
ANSL_64140,2018-04-15 00:00:00,2019-01-06 18:43:00,2.0,White,0,7,5.58,2019,2018,1,4,85.0,24.91,2117.35,1.0,2
ANSL_60870,2017-02-12 00:00:00,2018-09-19 12:53:00,1.0,Brown Tabby,13,9,6.37,2018,2017,9,2,70.0,29.39,2057.3,0.0,1
ANSL_69928,2016-04-06 00:00:00,2016-12-16 17:57:00,0.0,Black,0,1,5.54,2016,2016,12,4,53.0,44.14,2339.42,1.0,2
ANSL_60858,2016-11-17 00:00:00,2017-03-07 07:42:00,0.0,Tortie,7,1,4.7,2017,2016,3,11,66.0,31.4,2072.4,1.0,1
ANSL_57097,2018-01-01 00:00:00,2019-01-22 15:57:00,2.0,Black,0,7,5.96,2019,2018,1,1,46.0,9.4,432.40000000000003,0.0,2
ANSL_62828,2014-11-19 00:00:00,2016-12-11 16:05:00,0.0,Blue,0,7,6.62,2016,2014,12,11,28.000000000000004,35.59,996.5200000000002,1.0,2
ANSL_76547,2019-02-11 00:00:00,2019-05-05 16:08:00,1.0,Tricolor,7,1,4.42,2019,2019,5,2,15.0,37.83,567.4499999999999,0.0,2
ANSL_51872,2018-10-09 00:00:00,2019-01-05 04:51:00,1.0,Black,0,1,4.48,2019,2018,1,10,48.0,13.86,665.28,0.0,1
ANSL_75632,2016-01-02 00:00:00,2019-03-13 16:59:00,0.0,Black,0,1,7.06,2019,2016,3,1,45.0,44.32,1994.4,1.0,2
ANSL_61680,2012-10-06 00:00:00,2017-10-27 11:32:00,0.0,Brown,0,7,7.52,2017,2012,10,10,3.0,14.21,42.63,1.0,2
ANSL_74265,2016-11-03 00:00:00,2018-06-05 17:11:00,0.0,Black,0,1,6.36,2018,2016,6,11,50.0,42.8,2140.0,1.0,2
ANSL_57504,2016-08-07 00:00:00,2016-09-30 17:17:00,2.0,Blue Tabby,9,2,3.99,2016,2016,9,8,98.0,42.47,4162.0599999999995,0.0,1
ANSL_61609,2014-02-16 00:00:00,2017-12-29 12:14:00,0.0,Brown,0,7,7.25,2017,2014,12,2,36.0,32.76,1179.36,1.0,2
ANSL_65711,2019-01-01 00:00:00,2019-03-21 18:28:00,1.0,Black,0,1,4.37,2019,2019,3,1,10.0,38.99,389.90000000000003,0.0,2
ANSL_63961,2010-09-01 00:00:00,2016-10-04 16:39:00,0.0,Black,13,9,7.71,2016,2010,10,9,72.0,9.87,710.64,1.0,1
ANSL_55327,2016-07-09 00:00:00,2017-08-06 18:36:00,0.0,Brown,0,1,5.97,2017,2016,8,7,91.0,46.11,4196.01,1.0,2
ANSL_68386,2017-04-09 00:00:00,2017-07-04 17:44:00,1.0,Brown,0,1,4.45,2017,2017,7,4,26.0,12.38,321.88,0.0,2
ANSL_55141,2015-05-24 00:00:00,2016-12-17 17:53:00,0.0,Brown Tabby,0,1,6.35,2016,2015,12,5,6.0,16.07,96.42,1.0,1
ANSL_73441,2018-06-20 00:00:00,2018-09-14 17:31:00,1.0,White,0,1,4.45,2018,2018,9,6,44.0,22.43,986.92,0.0,2
ANSL_73741,2018-05-25 00:00:00,2018-08-01 06:34:00,2.0,Chocolate,13,9,4.22,2018,2018,8,5,51.0,43.76,2231.7599999999998,0.0,2
ANSL_56476,2016-05-08 00:00:00,2016-08-15 18:47:00,0.0,Black,0,1,4.6,2016,2016,8,5,37.0,49.29,1823.73,1.0,2
ANSL_59057,2017-05-06 00:00:00,2018-05-31 14:39:00,2.0,Brown Tabby,13,9,5.97,2018,2017,5,5,18.0,22.05,396.90000000000003,0.0,1
ANSL_55848,2017-06-12 00:00:00,2017-12-03 17:23:00,0.0,White,0,1,5.16,2017,2017,12,6,7.000000000000001,13.0,91.00000000000001,1.0,1
ANSL_57182,2016-03-25 00:00:00,2017-04-22 13:18:00,-1.0,Green,13,9,5.97,2017,2016,4,3,25.0,46.65,1166.25,2.0,4
ANSL_67665,2017-06-26 00:00:00,2017-10-06 18:19:00,1.0,Brown Tabby,0,1,4.62,2017,2017,10,6,7.000000000000001,14.5,101.50000000000001,0.0,1
ANSL_59270,2018-10-16 00:00:00,2019-03-07 16:23:00,0.0,Tortie,0,1,4.96,2019,2018,3,10,4.0,18.88,75.52,1.0,1
ANSL_59845,2018-10-25 00:00:00,2019-03-21 17:54:00,0.0,Tan,0,1,4.99,2019,2018,3,10,68.0,13.89,944.52,1.0,2
ANSL_51687,2016-11-19 00:00:00,2017-12-19 18:57:00,0.0,Black,0,1,5.98,2017,2016,12,11,23.0,23.02,529.46,1.0,2
ANSL_62616,2016-08-04 00:00:00,2017-02-02 15:01:00,0.0,Black,0,1,5.2,2017,2016,2,8,79.0,16.55,1307.45,1.0,2
ANSL_56912,2015-09-13 00:00:00,2016-10-05 18:55:00,2.0,Buff,0,1,5.96,2016,2015,10,9,14.000000000000002,31.54,441.56000000000006,0.0,2
ANSL_57413,2016-09-23 00:00:00,2018-10-17 15:49:00,2.0,Tortie,17,9,6.63,2018,2016,10,9,47.0,39.98,1879.06,1.0,1
ANSL_62584,2011-12-25 00:00:00,2018-07-09 11:04:00,0.0,Tortie,0,7,7.78,2018,2011,7,12,73.0,39.89,2911.9700000000003,1.0,1
ANSL_53548,2015-01-23 00:00:00,2017-02-18 18:29:00,0.0,Buff,0,1,6.63,2017,2015,2,1,36.0,44.33,1595.8799999999999,1.0,2
ANSL_69737,2012-08-11 00:00:00,2016-09-06 15:44:00,2.0,Orange Tabby,18,4,7.3,2016,2012,9,8,70.0,12.33,863.1,0.0,1
ANSL_62820,2016-11-22 00:00:00,2018-12-20 15:51:00,1.0,White,0,1,6.63,2018,2016,12,11,38.0,23.11,878.18,0.0,2
ANSL_68506,2016-12-02 00:00:00,2019-03-13 17:11:00,0.0,Torbie,0,1,6.72,2019,2016,3,12,4.0,17.04,68.16,1.0,1
ANSL_61178,2015-03-22 00:00:00,2018-04-18 13:48:00,2.0,Black,13,9,7.02,2018,2015,4,3,35.0,17.87,625.45,0.0,2
ANSL_59726,2018-08-01 00:00:00,2019-02-12 13:50:00,2.0,Black Brindle,0,7,5.27,2019,2018,2,8,62.0,5.48,339.76000000000005,1.0,2
ANSL_58583,2016-05-10 00:00:00,2018-07-26 17:21:00,0.0,Fawn,0,1,6.69,2018,2016,7,5,99.0,10.18,1007.8199999999999,1.0,2
ANSL_68894,2016-10-23 00:00:00,2016-12-29 15:30:00,2.0,Lynx Point,13,9,4.2,2016,2016,12,10,84.0,41.95,3523.8,1.0,1
ANSL_74201,2016-08-18 00:00:00,2017-09-13 14:20:00,2.0,Brown,13,9,5.97,2017,2016,9,8,24.0,20.47,491.28,0.0,2
ANSL_65043,2012-08-22 00:00:00,2016-09-13 12:37:00,0.0,Black,0,7,7.3,2016,2012,9,8,91.0,28.39,2583.4900000000002,1.0,2
ANSL_69510,2017-11-12 00:00:00,2018-12-05 12:58:00,2.0,Black,13,9,5.96,2018,2017,12,11,51.0,44.98,2293.98,0.0,2
ANSL_50652,2013-12-19 00:00:00,2019-02-02 18:54:00,2.0,Black,0,7,7.53,2019,2013,2,12,78.0,10.91,850.98,1.0,2
ANSL_57244,2017-07-31 00:00:00,2017-10-16 18:02:00,0.0,Black,7,1,4.34,2017,2017,10,7,11.0,15.44,169.84,1.0,2
ANSL_54725,2015-05-01 00:00:00,2016-10-03 16:40:00,2.0,Brown Brindle,0,7,6.26,2016,2015,10,5,29.0,48.13,1395.77,1.0,2
ANSL_50811,2003-12-13 00:00:00,2018-04-16 18:36:00,1.0,White,0,7,8.56,2018,2003,4,12,46.0,37.75,1736.5,0.0,2
ANSL_56079,2015-06-01 00:00:00,2017-06-22 16:39:00,-1.0,Brown,15,4,6.62,2017,2015,6,6,87.0,33.11,2880.57,2.0,4
ANSL_64097,2013-09-03 00:00:00,2018-10-04 18:36:00,1.0,Black,0,1,7.53,2018,2013,10,9,23.0,13.02,299.46,0.0,2
ANSL_66599,2007-10-30 00:00:00,2016-11-22 16:56:00,0.0,Buff,0,7,8.11,2016,2007,11,10,49.0,13.11,642.39,1.0,2
ANSL_62253,2016-06-28 00:00:00,2017-02-26 17:07:00,1.0,Red,0,7,5.49,2017,2016,2,6,67.0,15.77,1056.59,0.0,2
ANSL_54176,2014-10-03 00:00:00,2017-10-26 13:12:00,1.0,Tan,0,7,7.02,2017,2014,10,10,10.0,34.3,343.0,0.0,2
ANSL_54193,2016-12-15 00:00:00,2018-01-05 09:00:00,0.0,Calico,16,9,5.96,2018,2016,1,12,50.0,11.56,578.0,1.0,1
ANSL_62183,2016-07-03 00:00:00,2016-08-07 16:45:00,-1.0,Blue Tabby,13,9,3.56,2016,2016,8,7,64.0,36.66,2346.24,2.0,1
ANSL_69087,2016-12-05 00:00:00,2017-12-29 11:46:00,1.0,White,13,9,5.96,2017,2016,12,12,4.0,12.76,51.04,0.0,2
ANSL_57719,2016-08-13 00:00:00,2018-09-08 13:38:00,0.0,Calico,0,1,6.63,2018,2016,9,8,59.0,41.36,2440.24,1.0,1
ANSL_66671,2014-12-19 00:00:00,2017-10-22 16:56:00,1.0,Black,0,1,6.95,2017,2014,10,12,31.0,40.44,1253.6399999999999,0.0,2
ANSL_69300,2011-04-21 00:00:00,2018-05-12 15:46:00,2.0,Brown Brindle,0,7,7.85,2018,2011,5,4,79.0,32.4,2559.6,0.0,2
ANSL_61240,2012-06-03 00:00:00,2018-08-13 09:02:00,0.0,Black,13,9,7.72,2018,2012,8,6,48.0,47.1,2260.8,1.0,2
ANSL_74210,2018-08-20 00:00:00,2018-11-08 16:16:00,2.0,Brown Tabby,0,1,4.38,2018,2018,11,8,24.0,44.08,1057.92,1.0,1
ANSL_62960,2014-12-04 00:00:00,2016-12-04 13:51:00,2.0,Sable,0,7,6.59,2016,2014,12,12,19.0,23.67,449.73,0.0,2
ANSL_50143,2016-08-25 00:00:00,2017-09-20 14:28:00,1.0,Brown,0,1,5.97,2017,2016,9,8,95.0,22.13,2102.35,0.0,1
ANSL_73458,2015-03-09 00:00:00,2017-04-08 11:37:00,1.0,Buff,0,1,6.63,2017,2015,4,3,27.0,40.51,1093.77,0.0,2
ANSL_65164,2015-03-31 00:00:00,2018-05-28 14:06:00,1.0,Red,0,7,7.05,2018,2015,5,3,32.0,33.56,1073.92,0.0,2
ANSL_71820,2016-01-06 00:00:00,2017-02-03 00:00:00,0.0,White,0,1,5.98,2017,2016,2,1,0.0,42.41,0.0,1.0,2
ANSL_72847,2012-11-21 00:00:00,2016-12-22 08:58:00,1.0,Buff,13,9,7.31,2016,2012,12,11,43.0,27.49,1182.07,0.0,2
ANSL_71947,2015-08-04 00:00:00,2017-10-13 16:38:00,0.0,Cream,0,1,6.69,2017,2015,10,8,36.0,41.35,1488.6000000000001,1.0,2
ANSL_70641,2004-09-23 00:00:00,2016-10-13 16:20:00,2.0,Yellow,18,4,8.39,2016,2004,10,9,21.0,41.59,873.3900000000001,1.0,2
ANSL_57047,2017-01-01 00:00:00,2019-01-22 17:53:00,2.0,Brown Tabby,18,4,6.62,2019,2017,1,1,7.000000000000001,6.17,43.190000000000005,0.0,1
ANSL_72140,2005-10-05 00:00:00,2016-11-02 14:45:00,1.0,White,13,9,8.31,2016,2005,11,10,68.0,23.23,1579.64,0.0,2
ANSL_56096,2014-11-14 00:00:00,2017-12-09 11:18:00,1.0,Chocolate,13,9,7.02,2017,2014,12,11,18.0,41.66,749.8799999999999,0.0,2
